"None","Points:0","Points:1","Points:2"
55.052,5.4878e+05,3.8919e+06,-1e+05
55.616,5.5278e+05,3.8919e+06,-1e+05
56.314,5.5678e+05,3.8919e+06,-1e+05
57.25,5.6078e+05,3.8919e+06,-1e+05
58.3,5.6478e+05,3.8919e+06,-1e+05
59.596,5.6878e+05,3.8919e+06,-1e+05
61.356,5.7278e+05,3.8919e+06,-1e+05
63.967,5.7678e+05,3.8919e+06,-1e+05
66.917,5.8078e+05,3.8919e+06,-1e+05
71.526,5.8478e+05,3.8919e+06,-1e+05
75.455,5.8878e+05,3.8919e+06,-1e+05
79.762,5.9278e+05,3.8919e+06,-1e+05
79.914,5.9678e+05,3.8919e+06,-1e+05
78.142,6.0078e+05,3.8919e+06,-1e+05
65.719,6.0478e+05,3.8919e+06,-1e+05
53.558,6.0878e+05,3.8919e+06,-1e+05
39.501,6.1278e+05,3.8919e+06,-1e+05
23.578,6.1678e+05,3.8919e+06,-1e+05
13.168,6.2078e+05,3.8919e+06,-1e+05
9.625,6.2478e+05,3.8919e+06,-1e+05
7.9938,6.2878e+05,3.8919e+06,-1e+05
7.5804,6.3278e+05,3.8919e+06,-1e+05
8.7477,6.3678e+05,3.8919e+06,-1e+05
10.427,6.4078e+05,3.8919e+06,-1e+05
12.132,6.4478e+05,3.8919e+06,-1e+05
13.668,6.4878e+05,3.8919e+06,-1e+05
14.47,6.5278e+05,3.8919e+06,-1e+05
14.969,6.5678e+05,3.8919e+06,-1e+05
14.985,6.6078e+05,3.8919e+06,-1e+05
14.852,6.6478e+05,3.8919e+06,-1e+05
13.86,6.6878e+05,3.8919e+06,-1e+05
12.653,6.7278e+05,3.8919e+06,-1e+05
11.275,6.7678e+05,3.8919e+06,-1e+05
9.4891,6.8078e+05,3.8919e+06,-1e+05
7.6866,6.8478e+05,3.8919e+06,-1e+05
8.2757,6.8878e+05,3.8919e+06,-1e+05
13.775,6.9278e+05,3.8919e+06,-1e+05
56.511,4.1278e+05,3.8959e+06,-1e+05
56.336,4.1678e+05,3.8959e+06,-1e+05
56.155,4.2078e+05,3.8959e+06,-1e+05
55.995,4.2478e+05,3.8959e+06,-1e+05
55.838,4.2878e+05,3.8959e+06,-1e+05
55.676,4.3278e+05,3.8959e+06,-1e+05
55.564,4.3678e+05,3.8959e+06,-1e+05
55.485,4.4078e+05,3.8959e+06,-1e+05
55.412,4.4478e+05,3.8959e+06,-1e+05
55.343,4.4878e+05,3.8959e+06,-1e+05
55.211,4.5278e+05,3.8959e+06,-1e+05
55.09,4.5678e+05,3.8959e+06,-1e+05
54.938,4.6078e+05,3.8959e+06,-1e+05
54.809,4.6478e+05,3.8959e+06,-1e+05
54.642,4.6878e+05,3.8959e+06,-1e+05
54.487,4.7278e+05,3.8959e+06,-1e+05
54.262,4.7678e+05,3.8959e+06,-1e+05
54.085,4.8078e+05,3.8959e+06,-1e+05
53.931,4.8478e+05,3.8959e+06,-1e+05
53.812,4.8878e+05,3.8959e+06,-1e+05
53.749,4.9278e+05,3.8959e+06,-1e+05
53.706,4.9678e+05,3.8959e+06,-1e+05
53.665,5.0078e+05,3.8959e+06,-1e+05
53.617,5.0478e+05,3.8959e+06,-1e+05
53.591,5.0878e+05,3.8959e+06,-1e+05
53.58,5.1278e+05,3.8959e+06,-1e+05
53.618,5.1678e+05,3.8959e+06,-1e+05
53.68,5.2078e+05,3.8959e+06,-1e+05
53.813,5.2478e+05,3.8959e+06,-1e+05
53.992,5.2878e+05,3.8959e+06,-1e+05
54.197,5.3278e+05,3.8959e+06,-1e+05
54.496,5.3678e+05,3.8959e+06,-1e+05
54.919,5.4078e+05,3.8959e+06,-1e+05
55.358,5.4478e+05,3.8959e+06,-1e+05
55.978,5.4878e+05,3.8959e+06,-1e+05
56.824,5.5278e+05,3.8959e+06,-1e+05
57.691,5.5678e+05,3.8959e+06,-1e+05
59.015,5.6078e+05,3.8959e+06,-1e+05
60.622,5.6478e+05,3.8959e+06,-1e+05
62.478,5.6878e+05,3.8959e+06,-1e+05
65.381,5.7278e+05,3.8959e+06,-1e+05
69.299,5.7678e+05,3.8959e+06,-1e+05
72.55,5.8078e+05,3.8959e+06,-1e+05
76.575,5.8478e+05,3.8959e+06,-1e+05
76.021,5.8878e+05,3.8959e+06,-1e+05
75.275,5.9278e+05,3.8959e+06,-1e+05
63.393,5.9678e+05,3.8959e+06,-1e+05
52.667,6.0078e+05,3.8959e+06,-1e+05
41.334,6.0478e+05,3.8959e+06,-1e+05
25.48,6.0878e+05,3.8959e+06,-1e+05
13.65,6.1278e+05,3.8959e+06,-1e+05
10.095,6.1678e+05,3.8959e+06,-1e+05
9.0364,6.2078e+05,3.8959e+06,-1e+05
10.224,6.2478e+05,3.8959e+06,-1e+05
12.014,6.2878e+05,3.8959e+06,-1e+05
14.326,6.3278e+05,3.8959e+06,-1e+05
16.259,6.3678e+05,3.8959e+06,-1e+05
17.654,6.4078e+05,3.8959e+06,-1e+05
18.959,6.4478e+05,3.8959e+06,-1e+05
19.822,6.4878e+05,3.8959e+06,-1e+05
20.557,6.5278e+05,3.8959e+06,-1e+05
20.95,6.5678e+05,3.8959e+06,-1e+05
20.699,6.6078e+05,3.8959e+06,-1e+05
20.349,6.6478e+05,3.8959e+06,-1e+05
19.438,6.6878e+05,3.8959e+06,-1e+05
17.932,6.7278e+05,3.8959e+06,-1e+05
16.389,6.7678e+05,3.8959e+06,-1e+05
14.168,6.8078e+05,3.8959e+06,-1e+05
11.338,6.8478e+05,3.8959e+06,-1e+05
8.7599,6.8878e+05,3.8959e+06,-1e+05
6.5022,6.9278e+05,3.8959e+06,-1e+05
56.217,4.1278e+05,3.8999e+06,-1e+05
56.028,4.1678e+05,3.8999e+06,-1e+05
55.847,4.2078e+05,3.8999e+06,-1e+05
55.672,4.2478e+05,3.8999e+06,-1e+05
55.508,4.2878e+05,3.8999e+06,-1e+05
55.379,4.3278e+05,3.8999e+06,-1e+05
55.287,4.3678e+05,3.8999e+06,-1e+05
55.206,4.4078e+05,3.8999e+06,-1e+05
55.169,4.4478e+05,3.8999e+06,-1e+05
55.089,4.4878e+05,3.8999e+06,-1e+05
54.978,4.5278e+05,3.8999e+06,-1e+05
54.849,4.5678e+05,3.8999e+06,-1e+05
54.731,4.6078e+05,3.8999e+06,-1e+05
54.598,4.6478e+05,3.8999e+06,-1e+05
54.451,4.6878e+05,3.8999e+06,-1e+05
54.306,4.7278e+05,3.8999e+06,-1e+05
54.147,4.7678e+05,3.8999e+06,-1e+05
54.02,4.8078e+05,3.8999e+06,-1e+05
53.925,4.8478e+05,3.8999e+06,-1e+05
53.849,4.8878e+05,3.8999e+06,-1e+05
53.796,4.9278e+05,3.8999e+06,-1e+05
53.757,4.9678e+05,3.8999e+06,-1e+05
53.735,5.0078e+05,3.8999e+06,-1e+05
53.719,5.0478e+05,3.8999e+06,-1e+05
53.734,5.0878e+05,3.8999e+06,-1e+05
53.789,5.1278e+05,3.8999e+06,-1e+05
53.876,5.1678e+05,3.8999e+06,-1e+05
54.037,5.2078e+05,3.8999e+06,-1e+05
54.244,5.2478e+05,3.8999e+06,-1e+05
54.514,5.2878e+05,3.8999e+06,-1e+05
54.823,5.3278e+05,3.8999e+06,-1e+05
55.25,5.3678e+05,3.8999e+06,-1e+05
55.797,5.4078e+05,3.8999e+06,-1e+05
56.485,5.4478e+05,3.8999e+06,-1e+05
57.396,5.4878e+05,3.8999e+06,-1e+05
58.379,5.5278e+05,3.8999e+06,-1e+05
59.759,5.5678e+05,3.8999e+06,-1e+05
61.736,5.6078e+05,3.8999e+06,-1e+05
64.343,5.6478e+05,3.8999e+06,-1e+05
67.434,5.6878e+05,3.8999e+06,-1e+05
71.84,5.7278e+05,3.8999e+06,-1e+05
75.356,5.7678e+05,3.8999e+06,-1e+05
74.875,5.8078e+05,3.8999e+06,-1e+05
70.176,5.8478e+05,3.8999e+06,-1e+05
60.781,5.8878e+05,3.8999e+06,-1e+05
51.226,5.9278e+05,3.8999e+06,-1e+05
39.862,5.9678e+05,3.8999e+06,-1e+05
26.766,6.0078e+05,3.8999e+06,-1e+05
17.4,6.0478e+05,3.8999e+06,-1e+05
13.093,6.0878e+05,3.8999e+06,-1e+05
12.234,6.1278e+05,3.8999e+06,-1e+05
13.399,6.1678e+05,3.8999e+06,-1e+05
15.888,6.2078e+05,3.8999e+06,-1e+05
17.925,6.2478e+05,3.8999e+06,-1e+05
19.544,6.2878e+05,3.8999e+06,-1e+05
21.466,6.3278e+05,3.8999e+06,-1e+05
22.651,6.3678e+05,3.8999e+06,-1e+05
23.326,6.4078e+05,3.8999e+06,-1e+05
24.168,6.4478e+05,3.8999e+06,-1e+05
24.552,6.4878e+05,3.8999e+06,-1e+05
24.71,6.5278e+05,3.8999e+06,-1e+05
24.786,6.5678e+05,3.8999e+06,-1e+05
24.581,6.6078e+05,3.8999e+06,-1e+05
24.081,6.6478e+05,3.8999e+06,-1e+05
23.416,6.6878e+05,3.8999e+06,-1e+05
22.342,6.7278e+05,3.8999e+06,-1e+05
20.861,6.7678e+05,3.8999e+06,-1e+05
18.621,6.8078e+05,3.8999e+06,-1e+05
16.158,6.8478e+05,3.8999e+06,-1e+05
12.884,6.8878e+05,3.8999e+06,-1e+05
9.435,6.9278e+05,3.8999e+06,-1e+05
55.939,4.1278e+05,3.9039e+06,-1e+05
55.758,4.1678e+05,3.9039e+06,-1e+05
55.564,4.2078e+05,3.9039e+06,-1e+05
55.396,4.2478e+05,3.9039e+06,-1e+05
55.233,4.2878e+05,3.9039e+06,-1e+05
55.145,4.3278e+05,3.9039e+06,-1e+05
55.076,4.3678e+05,3.9039e+06,-1e+05
55.053,4.4078e+05,3.9039e+06,-1e+05
54.995,4.4478e+05,3.9039e+06,-1e+05
54.896,4.4878e+05,3.9039e+06,-1e+05
54.787,4.5278e+05,3.9039e+06,-1e+05
54.647,4.5678e+05,3.9039e+06,-1e+05
54.521,4.6078e+05,3.9039e+06,-1e+05
54.395,4.6478e+05,3.9039e+06,-1e+05
54.292,4.6878e+05,3.9039e+06,-1e+05
54.187,4.7278e+05,3.9039e+06,-1e+05
54.096,4.7678e+05,3.9039e+06,-1e+05
54.014,4.8078e+05,3.9039e+06,-1e+05
53.959,4.8478e+05,3.9039e+06,-1e+05
53.908,4.8878e+05,3.9039e+06,-1e+05
53.881,4.9278e+05,3.9039e+06,-1e+05
53.869,4.9678e+05,3.9039e+06,-1e+05
53.873,5.0078e+05,3.9039e+06,-1e+05
53.915,5.0478e+05,3.9039e+06,-1e+05
54.004,5.0878e+05,3.9039e+06,-1e+05
54.154,5.1278e+05,3.9039e+06,-1e+05
54.325,5.1678e+05,3.9039e+06,-1e+05
54.574,5.2078e+05,3.9039e+06,-1e+05
54.909,5.2478e+05,3.9039e+06,-1e+05
55.28,5.2878e+05,3.9039e+06,-1e+05
55.764,5.3278e+05,3.9039e+06,-1e+05
56.358,5.3678e+05,3.9039e+06,-1e+05
57.148,5.4078e+05,3.9039e+06,-1e+05
58.104,5.4478e+05,3.9039e+06,-1e+05
59.481,5.4878e+05,3.9039e+06,-1e+05
61.089,5.5278e+05,3.9039e+06,-1e+05
63.328,5.5678e+05,3.9039e+06,-1e+05
66.605,5.6078e+05,3.9039e+06,-1e+05
70.57,5.6478e+05,3.9039e+06,-1e+05
74.143,5.6878e+05,3.9039e+06,-1e+05
75.917,5.7278e+05,3.9039e+06,-1e+05
71.577,5.7678e+05,3.9039e+06,-1e+05
59.974,5.8078e+05,3.9039e+06,-1e+05
47.162,5.8478e+05,3.9039e+06,-1e+05
36.404,5.8878e+05,3.9039e+06,-1e+05
25.677,5.9278e+05,3.9039e+06,-1e+05
17.927,5.9678e+05,3.9039e+06,-1e+05
15.862,6.0078e+05,3.9039e+06,-1e+05
15.665,6.0478e+05,3.9039e+06,-1e+05
17.159,6.0878e+05,3.9039e+06,-1e+05
19.131,6.1278e+05,3.9039e+06,-1e+05
21.479,6.1678e+05,3.9039e+06,-1e+05
23.309,6.2078e+05,3.9039e+06,-1e+05
24.615,6.2478e+05,3.9039e+06,-1e+05
25.671,6.2878e+05,3.9039e+06,-1e+05
26.405,6.3278e+05,3.9039e+06,-1e+05
26.818,6.3678e+05,3.9039e+06,-1e+05
27.282,6.4078e+05,3.9039e+06,-1e+05
27.498,6.4478e+05,3.9039e+06,-1e+05
27.627,6.4878e+05,3.9039e+06,-1e+05
27.653,6.5278e+05,3.9039e+06,-1e+05
27.454,6.5678e+05,3.9039e+06,-1e+05
27.076,6.6078e+05,3.9039e+06,-1e+05
26.756,6.6478e+05,3.9039e+06,-1e+05
26.022,6.6878e+05,3.9039e+06,-1e+05
25.212,6.7278e+05,3.9039e+06,-1e+05
24.138,6.7678e+05,3.9039e+06,-1e+05
22.466,6.8078e+05,3.9039e+06,-1e+05
20.187,6.8478e+05,3.9039e+06,-1e+05
17.348,6.8878e+05,3.9039e+06,-1e+05
13.511,6.9278e+05,3.9039e+06,-1e+05
55.705,4.1278e+05,3.9079e+06,-1e+05
55.508,4.1678e+05,3.9079e+06,-1e+05
55.315,4.2078e+05,3.9079e+06,-1e+05
55.151,4.2478e+05,3.9079e+06,-1e+05
55.019,4.2878e+05,3.9079e+06,-1e+05
54.951,4.3278e+05,3.9079e+06,-1e+05
54.926,4.3678e+05,3.9079e+06,-1e+05
54.878,4.4078e+05,3.9079e+06,-1e+05
54.802,4.4478e+05,3.9079e+06,-1e+05
54.702,4.4878e+05,3.9079e+06,-1e+05
54.566,4.5278e+05,3.9079e+06,-1e+05
54.45,4.5678e+05,3.9079e+06,-1e+05
54.347,4.6078e+05,3.9079e+06,-1e+05
54.256,4.6478e+05,3.9079e+06,-1e+05
54.189,4.6878e+05,3.9079e+06,-1e+05
54.129,4.7278e+05,3.9079e+06,-1e+05
54.076,4.7678e+05,3.9079e+06,-1e+05
54.037,4.8078e+05,3.9079e+06,-1e+05
54.014,4.8478e+05,3.9079e+06,-1e+05
54.008,4.8878e+05,3.9079e+06,-1e+05
54.015,4.9278e+05,3.9079e+06,-1e+05
54.056,4.9678e+05,3.9079e+06,-1e+05
54.14,5.0078e+05,3.9079e+06,-1e+05
54.265,5.0478e+05,3.9079e+06,-1e+05
54.434,5.0878e+05,3.9079e+06,-1e+05
54.676,5.1278e+05,3.9079e+06,-1e+05
55.015,5.1678e+05,3.9079e+06,-1e+05
55.337,5.2078e+05,3.9079e+06,-1e+05
55.841,5.2478e+05,3.9079e+06,-1e+05
56.429,5.2878e+05,3.9079e+06,-1e+05
57.067,5.3278e+05,3.9079e+06,-1e+05
57.96,5.3678e+05,3.9079e+06,-1e+05
59.275,5.4078e+05,3.9079e+06,-1e+05
60.649,5.4478e+05,3.9079e+06,-1e+05
62.778,5.4878e+05,3.9079e+06,-1e+05
65.817,5.5278e+05,3.9079e+06,-1e+05
69.476,5.5678e+05,3.9079e+06,-1e+05
73.099,5.6078e+05,3.9079e+06,-1e+05
73.432,5.6478e+05,3.9079e+06,-1e+05
70.39,5.6878e+05,3.9079e+06,-1e+05
61.327,5.7278e+05,3.9079e+06,-1e+05
49.022,5.7678e+05,3.9079e+06,-1e+05
39.353,5.8078e+05,3.9079e+06,-1e+05
25.375,5.8478e+05,3.9079e+06,-1e+05
18.212,5.8878e+05,3.9079e+06,-1e+05
17.051,5.9278e+05,3.9079e+06,-1e+05
18.074,5.9678e+05,3.9079e+06,-1e+05
20.639,6.0078e+05,3.9079e+06,-1e+05
22.611,6.0478e+05,3.9079e+06,-1e+05
24.668,6.0878e+05,3.9079e+06,-1e+05
26.817,6.1278e+05,3.9079e+06,-1e+05
27.931,6.1678e+05,3.9079e+06,-1e+05
28.995,6.2078e+05,3.9079e+06,-1e+05
29.538,6.2478e+05,3.9079e+06,-1e+05
29.888,6.2878e+05,3.9079e+06,-1e+05
30.071,6.3278e+05,3.9079e+06,-1e+05
30.271,6.3678e+05,3.9079e+06,-1e+05
30.254,6.4078e+05,3.9079e+06,-1e+05
30.11,6.4478e+05,3.9079e+06,-1e+05
29.829,6.4878e+05,3.9079e+06,-1e+05
29.658,6.5278e+05,3.9079e+06,-1e+05
29.422,6.5678e+05,3.9079e+06,-1e+05
29.087,6.6078e+05,3.9079e+06,-1e+05
28.624,6.6478e+05,3.9079e+06,-1e+05
28.07,6.6878e+05,3.9079e+06,-1e+05
27.275,6.7278e+05,3.9079e+06,-1e+05
26.281,6.7678e+05,3.9079e+06,-1e+05
24.953,6.8078e+05,3.9079e+06,-1e+05
23.227,6.8478e+05,3.9079e+06,-1e+05
21.061,6.8878e+05,3.9079e+06,-1e+05
17.691,6.9278e+05,3.9079e+06,-1e+05
55.501,4.1278e+05,3.9119e+06,-1e+05
55.303,4.1678e+05,3.9119e+06,-1e+05
55.124,4.2078e+05,3.9119e+06,-1e+05
54.942,4.2478e+05,3.9119e+06,-1e+05
54.829,4.2878e+05,3.9119e+06,-1e+05
54.771,4.3278e+05,3.9119e+06,-1e+05
54.749,4.3678e+05,3.9119e+06,-1e+05
54.701,4.4078e+05,3.9119e+06,-1e+05
54.608,4.4478e+05,3.9119e+06,-1e+05
54.502,4.4878e+05,3.9119e+06,-1e+05
54.409,4.5278e+05,3.9119e+06,-1e+05
54.316,4.5678e+05,3.9119e+06,-1e+05
54.244,4.6078e+05,3.9119e+06,-1e+05
54.191,4.6478e+05,3.9119e+06,-1e+05
54.15,4.6878e+05,3.9119e+06,-1e+05
54.121,4.7278e+05,3.9119e+06,-1e+05
54.107,4.7678e+05,3.9119e+06,-1e+05
54.108,4.8078e+05,3.9119e+06,-1e+05
54.127,4.8478e+05,3.9119e+06,-1e+05
54.179,4.8878e+05,3.9119e+06,-1e+05
54.264,4.9278e+05,3.9119e+06,-1e+05
54.383,4.9678e+05,3.9119e+06,-1e+05
54.551,5.0078e+05,3.9119e+06,-1e+05
54.794,5.0478e+05,3.9119e+06,-1e+05
55.065,5.0878e+05,3.9119e+06,-1e+05
55.458,5.1278e+05,3.9119e+06,-1e+05
55.877,5.1678e+05,3.9119e+06,-1e+05
56.427,5.2078e+05,3.9119e+06,-1e+05
57.146,5.2478e+05,3.9119e+06,-1e+05
57.959,5.2878e+05,3.9119e+06,-1e+05
58.991,5.3278e+05,3.9119e+06,-1e+05
60.388,5.3678e+05,3.9119e+06,-1e+05
62.283,5.4078e+05,3.9119e+06,-1e+05
65.114,5.4478e+05,3.9119e+06,-1e+05
68.893,5.4878e+05,3.9119e+06,-1e+05
74.145,5.5278e+05,3.9119e+06,-1e+05
75.839,5.5678e+05,3.9119e+06,-1e+05
71.485,5.6078e+05,3.9119e+06,-1e+05
57.708,5.6478e+05,3.9119e+06,-1e+05
48.057,5.6878e+05,3.9119e+06,-1e+05
38.959,5.7278e+05,3.9119e+06,-1e+05
27.673,5.7678e+05,3.9119e+06,-1e+05
20.989,5.8078e+05,3.9119e+06,-1e+05
18.905,5.8478e+05,3.9119e+06,-1e+05
20.572,5.8878e+05,3.9119e+06,-1e+05
23.321,5.9278e+05,3.9119e+06,-1e+05
25.51,5.9678e+05,3.9119e+06,-1e+05
27.333,6.0078e+05,3.9119e+06,-1e+05
28.947,6.0478e+05,3.9119e+06,-1e+05
30.482,6.0878e+05,3.9119e+06,-1e+05
31.645,6.1278e+05,3.9119e+06,-1e+05
32.505,6.1678e+05,3.9119e+06,-1e+05
32.895,6.2078e+05,3.9119e+06,-1e+05
33.178,6.2478e+05,3.9119e+06,-1e+05
33.134,6.2878e+05,3.9119e+06,-1e+05
33.263,6.3278e+05,3.9119e+06,-1e+05
33.162,6.3678e+05,3.9119e+06,-1e+05
32.885,6.4078e+05,3.9119e+06,-1e+05
32.559,6.4478e+05,3.9119e+06,-1e+05
32.122,6.4878e+05,3.9119e+06,-1e+05
31.674,6.5278e+05,3.9119e+06,-1e+05
31.335,6.5678e+05,3.9119e+06,-1e+05
30.954,6.6078e+05,3.9119e+06,-1e+05
30.61,6.6478e+05,3.9119e+06,-1e+05
30.028,6.6878e+05,3.9119e+06,-1e+05
29.211,6.7278e+05,3.9119e+06,-1e+05
28.148,6.7678e+05,3.9119e+06,-1e+05
26.762,6.8078e+05,3.9119e+06,-1e+05
25.308,6.8478e+05,3.9119e+06,-1e+05
23.621,6.8878e+05,3.9119e+06,-1e+05
21.043,6.9278e+05,3.9119e+06,-1e+05
55.32,4.1278e+05,3.9159e+06,-1e+05
55.122,4.1678e+05,3.9159e+06,-1e+05
54.937,4.2078e+05,3.9159e+06,-1e+05
54.777,4.2478e+05,3.9159e+06,-1e+05
54.666,4.2878e+05,3.9159e+06,-1e+05
54.616,4.3278e+05,3.9159e+06,-1e+05
54.577,4.3678e+05,3.9159e+06,-1e+05
54.537,4.4078e+05,3.9159e+06,-1e+05
54.454,4.4478e+05,3.9159e+06,-1e+05
54.375,4.4878e+05,3.9159e+06,-1e+05
54.307,4.5278e+05,3.9159e+06,-1e+05
54.25,4.5678e+05,3.9159e+06,-1e+05
54.215,4.6078e+05,3.9159e+06,-1e+05
54.188,4.6478e+05,3.9159e+06,-1e+05
54.178,4.6878e+05,3.9159e+06,-1e+05
54.182,4.7278e+05,3.9159e+06,-1e+05
54.208,4.7678e+05,3.9159e+06,-1e+05
54.266,4.8078e+05,3.9159e+06,-1e+05
54.347,4.8478e+05,3.9159e+06,-1e+05
54.472,4.8878e+05,3.9159e+06,-1e+05
54.655,4.9278e+05,3.9159e+06,-1e+05
54.863,4.9678e+05,3.9159e+06,-1e+05
55.142,5.0078e+05,3.9159e+06,-1e+05
55.553,5.0478e+05,3.9159e+06,-1e+05
55.94,5.0878e+05,3.9159e+06,-1e+05
56.508,5.1278e+05,3.9159e+06,-1e+05
57.119,5.1678e+05,3.9159e+06,-1e+05
57.929,5.2078e+05,3.9159e+06,-1e+05
58.972,5.2478e+05,3.9159e+06,-1e+05
60.397,5.2878e+05,3.9159e+06,-1e+05
61.927,5.3278e+05,3.9159e+06,-1e+05
64.44,5.3678e+05,3.9159e+06,-1e+05
68.125,5.4078e+05,3.9159e+06,-1e+05
72.266,5.4478e+05,3.9159e+06,-1e+05
77.166,5.4878e+05,3.9159e+06,-1e+05
77.368,5.5278e+05,3.9159e+06,-1e+05
65.361,5.5678e+05,3.9159e+06,-1e+05
49.858,5.6078e+05,3.9159e+06,-1e+05
37.499,5.6478e+05,3.9159e+06,-1e+05
25.304,5.6878e+05,3.9159e+06,-1e+05
20.472,5.7278e+05,3.9159e+06,-1e+05
19.981,5.7678e+05,3.9159e+06,-1e+05
21.974,5.8078e+05,3.9159e+06,-1e+05
25.353,5.8478e+05,3.9159e+06,-1e+05
27.735,5.8878e+05,3.9159e+06,-1e+05
29.421,5.9278e+05,3.9159e+06,-1e+05
30.974,5.9678e+05,3.9159e+06,-1e+05
31.986,6.0078e+05,3.9159e+06,-1e+05
32.913,6.0478e+05,3.9159e+06,-1e+05
33.887,6.0878e+05,3.9159e+06,-1e+05
34.729,6.1278e+05,3.9159e+06,-1e+05
35.119,6.1678e+05,3.9159e+06,-1e+05
35.292,6.2078e+05,3.9159e+06,-1e+05
35.281,6.2478e+05,3.9159e+06,-1e+05
35.232,6.2878e+05,3.9159e+06,-1e+05
35.1,6.3278e+05,3.9159e+06,-1e+05
34.977,6.3678e+05,3.9159e+06,-1e+05
34.699,6.4078e+05,3.9159e+06,-1e+05
34.356,6.4478e+05,3.9159e+06,-1e+05
33.93,6.4878e+05,3.9159e+06,-1e+05
33.642,6.5278e+05,3.9159e+06,-1e+05
33.266,6.5678e+05,3.9159e+06,-1e+05
32.954,6.6078e+05,3.9159e+06,-1e+05
32.464,6.6478e+05,3.9159e+06,-1e+05
31.958,6.6878e+05,3.9159e+06,-1e+05
30.931,6.7278e+05,3.9159e+06,-1e+05
29.903,6.7678e+05,3.9159e+06,-1e+05
28.418,6.8078e+05,3.9159e+06,-1e+05
27.066,6.8478e+05,3.9159e+06,-1e+05
25.45,6.8878e+05,3.9159e+06,-1e+05
23.414,6.9278e+05,3.9159e+06,-1e+05
55.159,4.1278e+05,3.9199e+06,-1e+05
54.973,4.1678e+05,3.9199e+06,-1e+05
54.807,4.2078e+05,3.9199e+06,-1e+05
54.647,4.2478e+05,3.9199e+06,-1e+05
54.543,4.2878e+05,3.9199e+06,-1e+05
54.492,4.3278e+05,3.9199e+06,-1e+05
54.461,4.3678e+05,3.9199e+06,-1e+05
54.414,4.4078e+05,3.9199e+06,-1e+05
54.356,4.4478e+05,3.9199e+06,-1e+05
54.307,4.4878e+05,3.9199e+06,-1e+05
54.276,4.5278e+05,3.9199e+06,-1e+05
54.262,4.5678e+05,3.9199e+06,-1e+05
54.26,4.6078e+05,3.9199e+06,-1e+05
54.263,4.6478e+05,3.9199e+06,-1e+05
54.275,4.6878e+05,3.9199e+06,-1e+05
54.323,4.7278e+05,3.9199e+06,-1e+05
54.413,4.7678e+05,3.9199e+06,-1e+05
54.531,4.8078e+05,3.9199e+06,-1e+05
54.697,4.8478e+05,3.9199e+06,-1e+05
54.94,4.8878e+05,3.9199e+06,-1e+05
55.197,4.9278e+05,3.9199e+06,-1e+05
55.534,4.9678e+05,3.9199e+06,-1e+05
55.964,5.0078e+05,3.9199e+06,-1e+05
56.471,5.0478e+05,3.9199e+06,-1e+05
57.117,5.0878e+05,3.9199e+06,-1e+05
57.907,5.1278e+05,3.9199e+06,-1e+05
58.9,5.1678e+05,3.9199e+06,-1e+05
60.059,5.2078e+05,3.9199e+06,-1e+05
61.77,5.2478e+05,3.9199e+06,-1e+05
63.99,5.2878e+05,3.9199e+06,-1e+05
67.118,5.3278e+05,3.9199e+06,-1e+05
71.193,5.3678e+05,3.9199e+06,-1e+05
74.914,5.4078e+05,3.9199e+06,-1e+05
76.637,5.4478e+05,3.9199e+06,-1e+05
72.533,5.4878e+05,3.9199e+06,-1e+05
57.5,5.5278e+05,3.9199e+06,-1e+05
47.455,5.5678e+05,3.9199e+06,-1e+05
28.752,5.6078e+05,3.9199e+06,-1e+05
19.498,5.6478e+05,3.9199e+06,-1e+05
18.734,5.6878e+05,3.9199e+06,-1e+05
22.056,5.7278e+05,3.9199e+06,-1e+05
26.344,5.7678e+05,3.9199e+06,-1e+05
28.964,5.8078e+05,3.9199e+06,-1e+05
31.145,5.8478e+05,3.9199e+06,-1e+05
32.485,5.8878e+05,3.9199e+06,-1e+05
33.536,5.9278e+05,3.9199e+06,-1e+05
34.351,5.9678e+05,3.9199e+06,-1e+05
34.969,6.0078e+05,3.9199e+06,-1e+05
35.431,6.0478e+05,3.9199e+06,-1e+05
36.032,6.0878e+05,3.9199e+06,-1e+05
36.332,6.1278e+05,3.9199e+06,-1e+05
36.425,6.1678e+05,3.9199e+06,-1e+05
36.407,6.2078e+05,3.9199e+06,-1e+05
36.276,6.2478e+05,3.9199e+06,-1e+05
36.156,6.2878e+05,3.9199e+06,-1e+05
35.959,6.3278e+05,3.9199e+06,-1e+05
35.795,6.3678e+05,3.9199e+06,-1e+05
35.546,6.4078e+05,3.9199e+06,-1e+05
35.268,6.4478e+05,3.9199e+06,-1e+05
35.035,6.4878e+05,3.9199e+06,-1e+05
34.685,6.5278e+05,3.9199e+06,-1e+05
34.364,6.5678e+05,3.9199e+06,-1e+05
33.976,6.6078e+05,3.9199e+06,-1e+05
33.515,6.6478e+05,3.9199e+06,-1e+05
33.018,6.6878e+05,3.9199e+06,-1e+05
32.287,6.7278e+05,3.9199e+06,-1e+05
31.142,6.7678e+05,3.9199e+06,-1e+05
29.941,6.8078e+05,3.9199e+06,-1e+05
28.474,6.8478e+05,3.9199e+06,-1e+05
27.017,6.8878e+05,3.9199e+06,-1e+05
25.12,6.9278e+05,3.9199e+06,-1e+05
55.032,4.1278e+05,3.9239e+06,-1e+05
54.857,4.1678e+05,3.9239e+06,-1e+05
54.696,4.2078e+05,3.9239e+06,-1e+05
